Robot ID,Task Type,Action Start Time,Action End Time,Action Duration (ms),Comm Type,Packet Size (bytes),Latency (ms),Throughput (Mbps),Packet Loss (%),Jitter (ms),SNR (dB),Bandwidth Allocation (Mbps),AI Decision Time (ms),Model Accuracy (%),Error Rate (%),Environment Type,Robot Type,Task Complexity,Interaction Density
R98,Navigation,2025-01-02 08:49:00,2025-01-02 08:49:24,24000.0,Robot-to-Robot,1297,62.68137723456643,423.6687269941799,0.38057664766892896,3.7923202254008226,21.568803335214824,200.1218589480775,82,93.0704094485975,0.9007392881682769,Factory Floor,Service Robot,Complex,1
R41,Collaboration,2025-01-07 07:16:00,2025-01-07 07:16:06,6000.0,Robot-to-Network,546,61.24670796143854,637.0204298044357,0.10101609354445462,3.6224570162387995,27.455689656541935,235.0098160688033,84,92.8052816217359,1.9950519074502475,Healthcare Facility,Industrial Robot,Medium,7
R22,Inspection,2025-01-01 05:18:00,2025-01-01 05:18:56,56000.0,Robot-to-Robot,906,85.7804436986957,419.9305869598569,1.2225531661323132,1.9393988881553996,21.620103305850506,347.7286107413398,43,96.32632023279004,2.8662744548403025,Healthcare Facility,Autonomous Vehicle,Complex,8
R24,Navigation,2025-01-03 13:57:00,2025-01-03 13:57:22,22000.0,Robot-to-Robot,1753,42.28529422006545,543.8684400940339,0.6878733103183419,2.3318546689327215,26.815012303761605,125.63747908979121,65,94.8466884685947,0.667517797347959,Factory Floor,Autonomous Vehicle,Medium,9
R44,Object Manipulation,2025-01-04 19:31:00,2025-01-04 19:31:34,34000.0,Robot-to-Network,1602,34.106752427854786,918.8061702494696,1.5004289283906342,1.133686779600199,20.722477581627782,183.9364974409612,79,92.4344601478639,3.0639068856654115,Factory Floor,Industrial Robot,Complex,4
R1,Collaboration,2025-01-01 22:54:00,2025-01-01 22:54:46,46000.0,Robot-to-Human,1604,64.89205381201994,750.3245023877722,1.9864297100235695,1.3828781992075445,23.13430781164453,390.51283192283694,93,96.85420279726299,1.8690282666231495,Warehouse,Autonomous Vehicle,Medium,2
R10,Inspection,2025-01-04 18:42:00,2025-01-04 18:42:57,57000.0,Robot-to-Robot,1759,50.328669715628585,306.8909737680166,0.8027300739559331,2.238592414852774,23.741813024505987,375.01962259793163,43,95.88525738892594,1.0711108760292358,Factory Floor,Service Robot,Medium,8
R80,Navigation,2025-01-07 00:39:00,2025-01-07 00:39:33,33000.0,Robot-to-Human,872,69.47470198704538,976.7337286728837,0.3036974930423946,4.112402134127665,23.13667172293031,330.80972725856407,31,97.13844410246934,0.2853770780182413,Warehouse,Autonomous Vehicle,Complex,8
R72,Inspection,2025-01-01 07:30:00,2025-01-01 07:30:43,43000.0,Robot-to-Robot,969,98.4736409683827,848.7352462221498,1.1082271051745607,3.862843772647941,23.107718269202564,381.81589190522703,62,96.72331068723976,2.8164560212821117,Factory Floor,Autonomous Vehicle,Medium,8
R56,Navigation,2025-01-06 22:24:00,2025-01-06 22:24:56,56000.0,Robot-to-Human,805,77.00167954712573,998.2751881571827,0.692353141681411,4.856945859812432,25.324379613118985,388.62353358897803,77,95.52226381338569,4.856829009076961,Healthcare Facility,Autonomous Vehicle,Complex,1
R89,Object Manipulation,2025-01-05 23:40:00,2025-01-05 23:40:26,26000.0,Robot-to-Network,1861,97.14528301984237,834.0066929516086,1.5893603819650235,2.4661556901567456,28.235992509664115,183.57659458868733,92,91.49433120381606,3.866086016276072,Warehouse,Service Robot,Complex,2
R50,Collaboration,2025-01-02 08:20:00,2025-01-02 08:20:33,33000.0,Robot-to-Robot,1738,81.24382986537981,835.3975604432572,1.068683096017899,2.3714655924969943,28.733370879416558,312.60750757513694,30,91.7514614975855,1.980842616556326,Warehouse,Autonomous Vehicle,Complex,9
R12,Object Manipulation,2025-01-02 15:27:00,2025-01-02 15:27:50,50000.0,Robot-to-Robot,1104,35.31405243771758,789.5651600569727,1.8163708777648029,1.4118046223238507,20.73476883005723,386.7387223739673,66,97.08590963857087,0.9480634646454539,Warehouse,Autonomous Vehicle,Complex,6
R89,Collaboration,2025-01-06 11:27:00,2025-01-06 11:27:14,14000.0,Robot-to-Robot,1466,92.2510609960926,596.272269924209,1.6763433678847335,4.150507116393384,21.923726033905137,367.51121617085187,77,97.70511731830281,3.7535691995642315,Warehouse,Industrial Robot,Complex,5
R81,Collaboration,2025-01-01 04:07:00,2025-01-01 04:07:24,24000.0,Robot-to-Human,808,43.9243717854271,520.4616718530791,1.8282335137086974,1.6617123892144243,23.092983204043513,287.64762176717494,31,94.51996055641189,4.318574092228426,Factory Floor,Industrial Robot,Simple,8
R60,Inspection,2025-01-03 10:23:00,2025-01-03 10:23:20,20000.0,Robot-to-Robot,1457,90.53525372918398,667.6309686674037,0.5981087202056532,4.813502989806107,26.837665279669505,271.6840601388925,43,98.88433008513942,1.7257479928711787,Factory Floor,Service Robot,Complex,7
R26,Navigation,2025-01-07 01:59:00,2025-01-07 01:59:10,10000.0,Robot-to-Robot,772,82.43583808110819,424.7662982852338,1.805527805291036,2.2631604720261,24.024368535463907,201.72453021796844,57,92.65692337240529,0.31089804531712617,Warehouse,Service Robot,Simple,7
R78,Object Manipulation,2025-01-07 03:55:00,2025-01-07 03:55:21,21000.0,Robot-to-Human,1300,88.70323040412727,805.7018028246715,1.7328594287915258,3.589055489698181,24.767808266426528,254.302297667848,70,96.58519708468145,3.0961649808203684,Healthcare Facility,Service Robot,Medium,5
R41,Object Manipulation,2025-01-07 03:15:00,2025-01-07 03:15:10,10000.0,Robot-to-Human,1667,47.750630962341084,998.1233910459375,1.2540199686231763,2.8017857952757574,27.844331378054743,364.79663316315134,47,96.02741814496402,0.4584760179075664,Healthcare Facility,Industrial Robot,Medium,6
R36,Object Manipulation,2025-01-01 07:58:00,2025-01-01 07:58:26,26000.0,Robot-to-Network,1860,86.51777721347331,720.6541516898185,1.8208786092800309,1.8966325687556038,26.419111925779646,258.74683228791076,87,96.71829724883054,0.8678408562926143,Healthcare Facility,Autonomous Vehicle,Simple,3
R23,Inspection,2025-01-02 22:00:00,2025-01-02 22:00:22,22000.0,Robot-to-Human,1603,72.72464312973685,899.5202686076058,0.10847417754780242,2.823993071652918,25.87457473583948,329.1518253611368,40,93.74321422654307,0.02199315528139234,Factory Floor,Autonomous Vehicle,Complex,3
R43,Inspection,2025-01-06 12:48:00,2025-01-06 12:48:36,36000.0,Robot-to-Robot,1661,35.731111801290844,420.6301375773344,1.5712591656422215,2.3038181886704847,25.79975557773319,477.72573281966424,64,92.19885708519911,1.3044732076941297,Healthcare Facility,Service Robot,Simple,4
R6,Inspection,2025-01-05 03:00:00,2025-01-05 03:00:32,32000.0,Robot-to-Robot,1928,92.23923486453911,877.5493149978636,0.29102288243032537,3.501818430931975,21.993685324084264,118.84687561038656,77,93.64375621895778,3.8089674552224135,Warehouse,Autonomous Vehicle,Simple,8
R69,Collaboration,2025-01-04 02:12:00,2025-01-04 02:12:46,46000.0,Robot-to-Network,913,91.37678852354985,935.2033834302841,0.681813646670185,3.204749569088952,21.10712416690698,401.87125438881253,61,91.7071932403038,4.103648847555773,Warehouse,Industrial Robot,Complex,3
R43,Object Manipulation,2025-01-01 22:48:00,2025-01-01 22:48:14,14000.0,Robot-to-Network,1338,70.03937926403438,887.2072938294829,1.4591677234800173,1.3308044243039783,23.26642046245546,391.1414171108722,88,91.00633430782634,4.740716789123921,Factory Floor,Service Robot,Complex,5
R25,Collaboration,2025-01-02 13:06:00,2025-01-02 13:06:45,45000.0,Robot-to-Robot,847,61.68370179442484,739.0816750681226,0.41936785500117035,1.288569509684649,27.68432265197636,301.84151256086886,73,96.15828331637249,4.113918269033288,Factory Floor,Service Robot,Simple,6
R18,Object Manipulation,2025-01-03 12:12:00,2025-01-03 12:12:26,26000.0,Robot-to-Human,1473,58.03829168467117,948.4660385620857,0.46240950210967147,4.8609591068438665,28.532466048769138,158.54522747584795,80,98.87235519203307,1.0564235296739573,Warehouse,Autonomous Vehicle,Simple,5
R62,Object Manipulation,2025-01-04 20:42:00,2025-01-04 20:42:32,32000.0,Robot-to-Robot,540,72.1916098023787,973.0269022314081,0.42409416942848654,2.2059827160775742,27.974213576589744,242.66943530228474,41,96.00216910664388,2.6174682768241504,Factory Floor,Service Robot,Medium,6
R13,Navigation,2025-01-01 17:39:00,2025-01-01 17:39:19,19000.0,Robot-to-Network,1315,88.91835527855316,870.7545520519509,0.9124768486898005,1.3621697361355358,21.578057825035188,223.90858205638546,47,91.2099187502777,2.934241006275509,Healthcare Facility,Autonomous Vehicle,Medium,4
R43,Object Manipulation,2025-01-02 03:24:00,2025-01-02 03:24:47,47000.0,Robot-to-Robot,1355,69.6149361817485,682.980244657863,0.1619700445523109,1.727354243486392,29.18895466375656,384.9322171457544,67,94.69292642706301,0.6375249025653262,Factory Floor,Service Robot,Simple,2
R78,Inspection,2025-01-04 15:45:00,2025-01-04 15:45:33,33000.0,Robot-to-Robot,556,39.07562704605519,884.7093579547344,1.7730438772814714,1.6179307171900774,23.875776783761786,301.1157046184891,99,95.43715838012088,2.17721003885047,Factory Floor,Service Robot,Medium,6
R28,Inspection,2025-01-02 06:11:00,2025-01-02 06:11:11,11000.0,Robot-to-Robot,1636,51.431842765656896,560.3584938932535,1.4594493111602902,1.83960461179919,28.37659547848262,240.47848915874025,42,96.62082612282046,1.5266410719149393,Healthcare Facility,Service Robot,Complex,2
R18,Inspection,2025-01-02 12:33:00,2025-01-02 12:33:54,54000.0,Robot-to-Network,1761,76.7772752996072,542.6139965994328,1.027020366781625,1.1875116309682068,26.26140529959186,356.72847160291315,36,96.97867350153626,3.7642057770555097,Warehouse,Autonomous Vehicle,Simple,9
R59,Navigation,2025-01-01 02:47:00,2025-01-01 02:47:38,38000.0,Robot-to-Network,930,75.27773270367518,543.5352090843447,0.168420053325526,1.7907769179466704,27.93392480604682,202.87921837616352,64,91.7790312814147,0.39842412423292506,Healthcare Facility,Autonomous Vehicle,Complex,1
R60,Navigation,2025-01-06 04:02:00,2025-01-06 04:02:36,36000.0,Robot-to-Network,1127,66.32286897296254,439.4527650387394,0.24865562029693078,4.765406938284441,20.302939894630402,356.5363991121762,31,92.94607209403912,1.379194028921834,Healthcare Facility,Autonomous Vehicle,Complex,9
R63,Collaboration,2025-01-03 21:42:00,2025-01-03 21:42:06,6000.0,Robot-to-Human,773,46.833456173248415,736.0614044283582,0.19693525718168026,3.2881896191121625,24.347058744036552,490.1301493499725,96,94.89026109951138,0.5184142470680619,Factory Floor,Service Robot,Medium,4
R57,Object Manipulation,2025-01-06 19:05:00,2025-01-06 19:05:30,30000.0,Robot-to-Network,1276,48.940579460377094,763.0347069631202,0.02949884766923261,2.3010496734196644,26.06370590717699,182.56891061224337,56,90.04155929038816,2.3151985482017357,Warehouse,Industrial Robot,Medium,9
R92,Object Manipulation,2025-01-02 18:24:00,2025-01-02 18:24:49,49000.0,Robot-to-Human,803,63.89747327104421,901.7477327079549,1.3341823420523986,4.158061240556888,23.69845923594306,138.9833961810392,40,91.78537487155042,0.9443939005012247,Factory Floor,Autonomous Vehicle,Simple,3
R51,Inspection,2025-01-03 16:28:00,2025-01-03 16:28:15,15000.0,Robot-to-Human,1747,57.614737429144554,786.1575218615482,1.0202995098081136,4.583389982269697,27.893947971827394,471.5043598390134,36,98.61327085348921,0.5248337020445148,Warehouse,Autonomous Vehicle,Medium,1
R56,Inspection,2025-01-06 21:46:00,2025-01-06 21:46:29,29000.0,Robot-to-Network,1991,52.11558342982214,845.9559995116791,0.7641281188431859,1.2829289536698814,27.236182298077658,243.58502282514425,31,93.21541162950878,3.292151886441249,Factory Floor,Industrial Robot,Simple,4
R27,Inspection,2025-01-05 03:10:00,2025-01-05 03:10:23,23000.0,Robot-to-Human,1771,88.06206865654742,782.1824814631248,0.6950671802447619,2.3772367248652597,23.89819041939196,366.42566491684573,87,96.71033886056841,4.225583935294234,Healthcare Facility,Autonomous Vehicle,Simple,7
R32,Inspection,2025-01-07 04:34:00,2025-01-07 04:34:24,24000.0,Robot-to-Human,1045,65.28131062914197,787.9318552730582,0.9227731919477,4.274440196967753,24.38942850858311,239.3271708124435,86,94.25070279848505,1.0075097511103475,Factory Floor,Autonomous Vehicle,Simple,2
R9,Inspection,2025-01-02 14:29:00,2025-01-02 14:29:37,37000.0,Robot-to-Robot,1604,65.21481295073308,538.383907594108,0.9499216465304292,3.428522671443529,24.91413407345223,431.7041556526523,30,98.99205012501535,0.6107995347174877,Factory Floor,Autonomous Vehicle,Simple,2
R96,Inspection,2025-01-05 14:30:00,2025-01-05 14:30:21,21000.0,Robot-to-Human,1781,59.963914595696,976.1193422818585,0.2781543659239114,3.729130297509659,25.451204139193212,295.88933597399455,81,98.11321977013712,3.3017327670224224,Warehouse,Service Robot,Simple,7
R84,Object Manipulation,2025-01-05 15:26:00,2025-01-05 15:26:56,56000.0,Robot-to-Human,1086,77.6631970566908,747.1536037250764,1.0630694736052926,3.238265700415217,22.98293677326674,225.04888519851534,76,92.57962898785063,0.21636861206488112,Healthcare Facility,Industrial Robot,Complex,3
R92,Navigation,2025-01-02 09:43:00,2025-01-02 09:43:34,34000.0,Robot-to-Network,748,42.29547800635251,710.9955660258925,0.09605495238550898,1.3287986427371825,22.290761343299586,427.14757075136606,63,97.22377603356772,1.1916808651188053,Healthcare Facility,Autonomous Vehicle,Simple,1
R97,Inspection,2025-01-01 05:49:00,2025-01-01 05:49:22,22000.0,Robot-to-Robot,1866,96.05116487077717,893.0516989593391,1.8772927811034226,4.403171602433005,21.127349215848508,203.66333685922712,36,94.97033338321678,1.5248278012794065,Warehouse,Service Robot,Medium,3
R68,Object Manipulation,2025-01-07 06:15:00,2025-01-07 06:15:36,36000.0,Robot-to-Human,874,37.32288677916805,594.6692342086005,1.4284361488284245,1.9534230956850416,21.403262088644986,390.43491470185916,52,92.75005711327044,4.597919804164631,Healthcare Facility,Service Robot,Simple,3
R46,Inspection,2025-01-06 23:49:00,2025-01-06 23:49:44,44000.0,Robot-to-Human,1042,79.72098418945023,367.3767470618842,0.018916857022029276,1.412882025442706,24.67617398951342,231.05665267294157,85,94.63775883855918,1.7553883760798206,Factory Floor,Service Robot,Complex,8
R98,Collaboration,2025-01-06 19:20:00,2025-01-06 19:20:49,49000.0,Robot-to-Human,1254,79.30118684644191,468.0718018064406,0.5776633022898097,2.358010053874782,26.644500752002948,278.8925220260553,99,93.00063303899906,2.6627131447746915,Warehouse,Autonomous Vehicle,Simple,1
R67,Collaboration,2025-01-06 12:33:00,2025-01-06 12:33:08,8000.0,Robot-to-Network,976,37.97564392961048,865.6641836869801,1.9654431645426431,3.981317474862949,26.65898709172586,350.5081364612273,92,91.6269216797579,3.8649986067417808,Healthcare Facility,Industrial Robot,Medium,4
R26,Object Manipulation,2025-01-03 07:01:00,2025-01-03 07:01:36,36000.0,Robot-to-Network,1764,99.51299269658071,812.2700689457246,0.0969136413035605,4.51981638177325,24.56494434186561,361.6201324629013,53,94.2085825097092,4.226040209572716,Factory Floor,Autonomous Vehicle,Complex,7
R8,Navigation,2025-01-03 20:38:00,2025-01-03 20:38:23,23000.0,Robot-to-Robot,2044,32.40197146254431,382.0321489965019,0.29345082396322275,3.602008601754858,26.187902954341503,287.01275474035475,72,93.82411481675275,0.47780483209009295,Healthcare Facility,Industrial Robot,Simple,4
R6,Collaboration,2025-01-05 17:39:00,2025-01-05 17:39:07,7000.0,Robot-to-Human,893,55.52829760306381,348.75690648907715,0.9542296204243947,2.432373053965758,29.59000442376872,157.73723678643603,74,92.83296580967117,3.7708588489769532,Factory Floor,Service Robot,Complex,4
R80,Collaboration,2025-01-02 22:09:00,2025-01-02 22:09:42,42000.0,Robot-to-Robot,638,59.73391757249416,735.3343359019888,0.7068986894748122,3.9127174667502427,29.82284379385597,401.1627001368349,57,95.57021038012745,3.768637877657289,Warehouse,Autonomous Vehicle,Simple,1
R24,Navigation,2025-01-04 02:59:00,2025-01-04 02:59:32,32000.0,Robot-to-Network,1169,86.1964321281632,957.053775086875,1.970462375858717,4.066079218706477,28.448131957808908,454.0591260760967,60,91.15495027208105,4.391488109763851,Factory Floor,Industrial Robot,Complex,9
R48,Collaboration,2025-01-02 12:20:00,2025-01-02 12:20:42,42000.0,Robot-to-Human,1649,32.08721667706658,422.4444785646248,1.0791839047160565,4.6921404791252685,29.143753261924203,466.65941252930094,83,98.75961880155401,3.828071991134528,Warehouse,Autonomous Vehicle,Medium,5
R94,Inspection,2025-01-03 07:45:00,2025-01-03 07:45:58,58000.0,Robot-to-Human,754,68.99141110456586,684.3155117092379,1.882392363959954,1.4744984433586517,21.359611047394054,139.4279191749962,62,91.90883136569468,0.6466876091873452,Warehouse,Autonomous Vehicle,Medium,5
R45,Navigation,2025-01-02 20:25:00,2025-01-02 20:25:10,10000.0,Robot-to-Robot,1680,44.28007126251168,868.37721038033,0.753641353779638,1.5609688832436044,22.78773365514335,387.3710877283978,93,95.5139617644319,1.5037728130487977,Warehouse,Service Robot,Simple,2
R13,Collaboration,2025-01-06 20:23:00,2025-01-06 20:23:44,44000.0,Robot-to-Human,1064,70.08121321996788,670.0848549785101,0.5441832691399222,2.745604277143649,29.53983516884056,183.37874074293885,61,93.61615048594354,2.116902307777102,Factory Floor,Industrial Robot,Simple,9
R69,Navigation,2025-01-07 10:10:00,2025-01-07 10:10:21,21000.0,Robot-to-Network,950,75.24428232078566,545.788483494465,0.5768409047418672,2.3620495759832174,21.302706058779552,140.96628462818353,33,90.0882160660815,0.5662203003553823,Healthcare Facility,Industrial Robot,Simple,4
R25,Inspection,2025-01-02 18:22:00,2025-01-02 18:22:46,46000.0,Robot-to-Robot,1873,32.38987817463206,853.4011772860867,1.2731974973889963,4.088987952659681,28.746089120070717,128.44801476590928,99,91.91294088564801,0.6036520659936384,Factory Floor,Industrial Robot,Medium,4
R20,Collaboration,2025-01-07 11:25:00,2025-01-07 11:25:09,9000.0,Robot-to-Robot,919,34.722525089470736,839.8581638730363,1.2080280393210237,3.3532934611430334,24.392110977952136,101.73863360843009,61,94.9605701869991,3.94281876703357,Factory Floor,Service Robot,Complex,4
R82,Object Manipulation,2025-01-04 18:40:00,2025-01-04 18:40:23,23000.0,Robot-to-Human,1100,35.96570834562239,881.3397745828769,1.1072023042136874,1.3840533038526925,29.749764778651546,468.86519685387634,61,93.14200043680415,0.8515308324196941,Warehouse,Industrial Robot,Medium,2
R82,Collaboration,2025-01-06 15:48:00,2025-01-06 15:48:47,47000.0,Robot-to-Network,1703,89.65942114073994,961.5713167335231,0.3781405675824434,3.1383039411108165,27.165417892303125,342.00742208045665,68,97.52717726492826,4.525436621524309,Healthcare Facility,Industrial Robot,Simple,3
R66,Collaboration,2025-01-05 22:30:00,2025-01-05 22:30:46,46000.0,Robot-to-Human,1307,94.86670213407683,405.44177973880596,0.5268917490900835,2.1422415530928847,23.370391236378428,341.32689991834263,58,96.05668764663373,1.0627145468697168,Healthcare Facility,Autonomous Vehicle,Complex,5
R74,Inspection,2025-01-03 16:40:00,2025-01-03 16:40:39,39000.0,Robot-to-Robot,1702,60.64058707736386,538.5465707385115,0.5782333224727925,2.629218486377318,21.180683382902277,424.54860531043283,98,91.40972750334035,2.454170746811213,Warehouse,Autonomous Vehicle,Medium,2
R45,Object Manipulation,2025-01-02 21:37:00,2025-01-02 21:37:26,26000.0,Robot-to-Robot,1700,91.23574054142352,990.1911198977158,1.7324691054752037,1.3257503590391249,22.388810689347753,444.69696858861016,96,98.41703886155818,1.0583274500690942,Healthcare Facility,Autonomous Vehicle,Complex,3
R47,Object Manipulation,2025-01-02 16:31:00,2025-01-02 16:31:28,28000.0,Robot-to-Network,1153,63.33471244852323,716.175378539949,1.634666742362339,1.1401249623399887,27.04220767462204,101.82519953660471,61,92.17259948970282,4.705717763438921,Healthcare Facility,Service Robot,Medium,4
R63,Object Manipulation,2025-01-01 23:07:00,2025-01-01 23:07:14,14000.0,Robot-to-Robot,1797,58.0788406028598,769.0909555516575,0.41005330023200015,4.8610124381988165,23.2107459582379,401.8569887571742,43,90.54658425759054,2.7107888295916127,Healthcare Facility,Service Robot,Simple,6
R76,Inspection,2025-01-07 16:29:00,2025-01-07 16:29:06,6000.0,Robot-to-Network,1075,67.18714712100686,918.8666784617084,0.2928518471574386,3.9668810361839957,29.491014866995684,255.58673898328038,53,94.37476485593004,2.7980036739681275,Healthcare Facility,Autonomous Vehicle,Simple,2
R77,Inspection,2025-01-03 08:05:00,2025-01-03 08:05:32,32000.0,Robot-to-Human,1796,85.31299328127906,783.7308718149146,0.20428016825490403,3.6127574807583835,25.34807958974001,231.14669131767488,62,93.94041114661984,4.355853150078742,Healthcare Facility,Industrial Robot,Complex,4
R55,Inspection,2025-01-07 21:21:00,2025-01-07 21:21:45,45000.0,Robot-to-Network,1710,45.66360864353747,778.2635472952003,0.13527594580048308,3.7053421172300056,25.246783213301683,397.8397277348223,54,94.4194786898961,0.7484621600747504,Factory Floor,Industrial Robot,Simple,5
R75,Inspection,2025-01-02 16:39:00,2025-01-02 16:39:41,41000.0,Robot-to-Human,1322,51.121227284755975,373.1520938735638,1.9692404047850294,3.5505996985023747,28.07150566808399,272.07061204523313,53,90.65040055152573,0.434022264274157,Healthcare Facility,Service Robot,Medium,3
R19,Inspection,2025-01-01 21:56:00,2025-01-01 21:56:57,57000.0,Robot-to-Human,1631,89.42121225219482,654.7886478154901,1.6225873853345107,2.517105292291927,27.97248213915426,494.4753678243707,67,92.67119361354503,4.872929644607822,Healthcare Facility,Service Robot,Medium,1
R35,Object Manipulation,2025-01-04 14:44:00,2025-01-04 14:44:21,21000.0,Robot-to-Robot,1892,94.11835085687382,771.2354040408669,0.03385614296352979,2.991184966351138,26.870325368669796,437.1645934524096,99,98.29626697967831,4.592640646329114,Warehouse,Autonomous Vehicle,Complex,8
R53,Navigation,2025-01-04 11:24:00,2025-01-04 11:24:10,10000.0,Robot-to-Human,881,38.610690171124546,865.1042175235813,0.013251101953259292,4.701074649930328,29.520884708538283,176.67328483812452,83,97.16175735199836,1.2636257885384383,Factory Floor,Service Robot,Medium,9
R26,Inspection,2025-01-01 11:24:00,2025-01-01 11:24:47,47000.0,Robot-to-Robot,1418,79.34544993490091,589.2666677044408,1.3798393088915257,2.4833403099302385,25.797739804036254,305.3410374047372,66,91.32972235636898,2.960870519867971,Factory Floor,Service Robot,Complex,5
R14,Navigation,2025-01-05 11:20:00,2025-01-05 11:20:09,9000.0,Robot-to-Network,1677,30.673413164693663,386.4745372530675,0.6225459766914654,1.764742937849062,29.004881838528462,381.6893341120036,90,92.59341157108541,3.467326701356347,Healthcare Facility,Autonomous Vehicle,Simple,6
R45,Collaboration,2025-01-03 03:27:00,2025-01-03 03:27:43,43000.0,Robot-to-Network,1281,47.23310503077819,556.0779376384392,0.1979044002823005,1.2166025447932203,24.704280131233492,233.18371869768964,83,96.72386474241738,4.633529504278587,Factory Floor,Service Robot,Complex,3
R44,Collaboration,2025-01-07 20:27:00,2025-01-07 20:27:11,11000.0,Robot-to-Human,1702,34.80394866188887,600.8147459842719,0.9280323292417016,2.041873684893061,27.61967174036738,167.13438830004873,69,97.72147133328087,1.0510465383677587,Healthcare Facility,Service Robot,Complex,4
R88,Inspection,2025-01-02 11:13:00,2025-01-02 11:13:36,36000.0,Robot-to-Network,1854,66.0774012002558,825.7062701999864,0.037675873652563974,1.5244426211172666,22.340874361721642,276.20124105625433,43,91.26272186107009,3.94081380280857,Factory Floor,Industrial Robot,Simple,2
R65,Collaboration,2025-01-01 15:57:00,2025-01-01 15:57:08,8000.0,Robot-to-Human,1169,54.03686040465499,313.8466311915107,0.849760917829385,3.603801360182761,28.504761452468312,149.53826858882854,68,95.36949911615727,0.8928949358438143,Healthcare Facility,Service Robot,Medium,6
R51,Navigation,2025-01-05 00:18:00,2025-01-05 00:18:25,25000.0,Robot-to-Network,1504,39.63112526601607,570.0584761480634,0.4751556855643675,1.9462328233067536,23.527829447174327,194.26208603192566,49,93.95121509750432,2.7971611746209857,Warehouse,Autonomous Vehicle,Medium,8
R43,Collaboration,2025-01-06 14:39:00,2025-01-06 14:39:46,46000.0,Robot-to-Human,1870,30.02245789601307,613.5185313797313,0.5297534407581874,2.329077719998472,27.25971643079088,388.0791252127756,36,94.37207684283676,1.0022706899923057,Warehouse,Industrial Robot,Medium,7
R86,Collaboration,2025-01-05 04:28:00,2025-01-05 04:28:36,36000.0,Robot-to-Human,1500,57.18710497150347,685.0809170625598,0.5724620605975421,1.3828183630017645,23.223891724331367,262.1194472143992,84,97.13642846514922,1.4886873261443516,Healthcare Facility,Service Robot,Complex,4
R23,Navigation,2025-01-04 23:00:00,2025-01-04 23:00:22,22000.0,Robot-to-Network,2009,50.613019032075826,978.9996453191811,0.6154065459842499,2.7421353144182703,29.532320975654095,275.5464075533959,81,95.33883205313568,2.6587893946870573,Healthcare Facility,Autonomous Vehicle,Simple,9
R56,Collaboration,2025-01-03 03:34:00,2025-01-03 03:34:37,37000.0,Robot-to-Network,1680,33.26822134021457,818.4214436445976,0.04008467540082572,4.819331666244096,21.907037630241827,351.6205401453268,93,95.01418521413761,1.5975396376027384,Healthcare Facility,Industrial Robot,Simple,3
R19,Inspection,2025-01-02 22:47:00,2025-01-02 22:47:18,18000.0,Robot-to-Network,1589,89.62382305920079,455.70048320201266,1.1404103466411144,2.7557892788409064,25.270722469409776,252.51835692475396,91,93.42159899325021,4.985777042258935,Healthcare Facility,Autonomous Vehicle,Medium,7
R82,Navigation,2025-01-06 06:22:00,2025-01-06 06:22:10,10000.0,Robot-to-Network,633,58.75445221148952,743.5636167613036,1.0957800969137228,4.004739519894736,23.94560464543068,278.24433830852956,50,92.90615713237216,3.223079595307289,Healthcare Facility,Service Robot,Medium,4
R76,Navigation,2025-01-07 06:12:00,2025-01-07 06:12:15,15000.0,Robot-to-Human,1659,84.23490904752819,542.289636074977,1.3016142608891057,3.2800854774302137,25.348040908812727,401.56389220988945,95,96.56467672456752,4.181777692445904,Healthcare Facility,Autonomous Vehicle,Medium,3
R55,Object Manipulation,2025-01-01 14:47:00,2025-01-01 14:47:50,50000.0,Robot-to-Human,678,59.54294457303797,867.9902018122708,0.3198316061930433,2.270660891357754,22.307139876197475,309.60846026067225,56,98.23444134785848,0.9838971910179883,Factory Floor,Autonomous Vehicle,Complex,7
R92,Object Manipulation,2025-01-05 04:15:00,2025-01-05 04:15:24,24000.0,Robot-to-Network,1455,34.726071959850444,419.7488083275931,1.989635065692051,4.765640209539232,25.036789863050586,434.370762185564,93,90.22948711075438,0.6511024602128773,Factory Floor,Autonomous Vehicle,Medium,8
R92,Navigation,2025-01-04 18:24:00,2025-01-04 18:24:33,33000.0,Robot-to-Network,1345,57.5984169312477,401.15216142022757,0.27164747961186286,3.072794706433984,21.318502038276634,363.99367643225463,59,94.28515498694145,1.401213280558058,Healthcare Facility,Service Robot,Simple,2
R60,Navigation,2025-01-03 18:33:00,2025-01-03 18:33:39,39000.0,Robot-to-Robot,533,92.02926874587759,370.97571485140975,1.6231115223305592,4.088161661234624,22.31089947124039,285.27575615775936,67,95.10256232208785,4.072335761777159,Warehouse,Autonomous Vehicle,Simple,5
R59,Object Manipulation,2025-01-03 03:24:00,2025-01-03 03:24:20,20000.0,Robot-to-Human,1811,30.544068188285966,680.873278727172,0.44072076010143313,1.4899011596545928,26.719376879804386,464.5149722797832,50,92.55317796608767,0.9921245539034657,Warehouse,Service Robot,Medium,2
R33,Inspection,2025-01-01 14:35:00,2025-01-01 14:35:52,52000.0,Robot-to-Human,919,92.67123981116708,386.27854774179275,0.8780732266968374,1.906586141480592,24.68834455451095,266.58922527441166,67,90.79327050129177,1.2280621654789754,Healthcare Facility,Autonomous Vehicle,Medium,6
